action,stake,conviction,condition_id,outcome,asset,title,slug,current_price,avg_entry_price,total_current_value,supporting_traders,opposing_traders,supporting_score,opposing_score,traders,opposing_outcomes
IGNORE,0,22.44666566666666666666666667,0x796b77586e0a371c5fb68417beb6221706f04a7b675e1625f86718f9832deb2f,No,98253419121456787011786457503942406324344385429719073838366727566383995607664,Kayla McBride: Points O/U 17.5,wnba-tor-min-2026-07-28-points-kayla-mcbride-17pt5,0.495,0.45,44.9999,1,0,41.99,0,Trader05,
IGNORE,0,22.43950066666666666666666667,0xe28e4f9d39ec53dbd3e6af0bfffedc780b86464ab8386acf9bc99187ad049f14,No,67431944942059028944759586287831788884370264574298583786535104933359628682753,Will KF Víkingur win on 2026-07-29?,ucl-hbs-vik-2026-07-29-vik,0.835,0.8288,44.2834,1,0,41.99,0,Trader05,
IGNORE,0,22.35919666666666666666666667,0x75236ef21123d9ebf9ab43f39289691630a5c7ac08a183d1666414b4180ef7d9,No,16291428603703858522171555611937736324931409510318044252843397112275609867482,CA Tigre vs. Club Nacional de Football: Both Teams to Score,sud-tig-nac-2026-07-28-btts,0.515,0.51,36.253,1,0,41.99,0,Trader05,
IGNORE,0,22.35769066666666666666666667,0xdac0362edd4998e01c94e5244612cc12c94b420829f6eb6e95c234ba66d9a05d,No,69753458469909729853388073428685642024125771977356895180669983898977319503734,Will there be a run scored in the first inning?: Houston Astros vs. Los Angeles Angels,mlb-hou-laa-2026-07-28-nrfi,0.525,0.52,36.1024,1,0,41.99,0,Trader05,
IGNORE,0,22.35666566666666666666666667,0x265664f5f602514818105ef30a839545bef19242e1d687697ee0cbf0bc06255e,Under,101796968748229962973286439259832105327251654690471481938296146551008249947926,Detroit Tigers vs. Cleveland Guardians: 1st 5 Innings O/U 3.5,mlb-det-cle-2026-06-14-f5-total-3pt5,0.66,0.45,35.9999,1,0,41.99,0,Trader05,
IGNORE,0,22.35003266666666666666666667,0xbf96a25c30a220b3f90d1bbb4ee629ed3abfca80aebdc16f073dfb93c529c827,Under,98028147458706662646586686079263261963711354785511758158633920484644484740139,Connecticut Sun vs. Washington Mystics: O/U 156.5,wnba-conn-wsh-2026-07-28-total-156pt5,0.39,0.465,35.3366,1,0,41.99,0,Trader05,
IGNORE,0,22.31022166666666666666666667,0xd516c0a5f7f84443b70a920fcd0e2cbd42a987e82719318720e02c134596be42,Under,42645500966251444088398096604602603914723414890864230646959686612019267491786,Joc Pederson: Home Runs O/U 0.5,mlb-tex-tb-2026-07-28-hr-joc-pederson-0pt5,0.83,0.82,31.3555,1,0,41.99,0,Trader05,
IGNORE,0,22.30026666666666666666666667,0x08fd5894c539f6094c20a0e2080a82bf61bd21387cd4d4bc97903ae6cd24e1e0,Yes,38364325784195134695183037481976050808767369500376346179684974581397572330224,CA Tigre vs. Club Nacional de Football: Neither team to score first?,sud-tig-nac-2026-07-28-first-to-score-neither,0.12,0.11,30.36,1,0,41.99,0,Trader05,
IGNORE,0,22.27432766666666666666666667,0x72c6ed6583869355d6444a5ba58753f257b837aaea63d1a9e26485d927758dbc,Under,16691312746379556730782377843663918973832817450090038290902017512914198172533,Boston Red Sox vs. Athletics: O/U 10.5,mlb-bos-oak-2026-07-28-total-10pt5,0.535,0.56,27.7661,1,0,41.99,0,Trader05,
IGNORE,0,22.27150866666666666666666667,0x5a05ff4402cfbdcc9327f5e516ff43fb6e4470fa516f11d10d2f6dcf1951cc9a,Yes,109397394252017094906390504363644310139104052864482061326259674105627621168089,Shamrock Rovers FC vs. Ararat-Armenia FA: Both Teams to Score,ucl-shr-a-a-2026-07-28-btts,0.255,0.5123,27.4842,1,0,41.99,0,Trader05,
IGNORE,0,22.24866666666666666666666667,0x3054d1fdcc4654d185551e92a388784aaea578cbfc54d3b0d3710620f321489c,No,27598287365614140347554015488918056003108583576698345600684408845050479392187,Will there be a run scored in the first inning?: New York Yankees vs. Chicago White Sox,mlb-nyy-cws-2026-07-28-nrfi,0.5,0.5,25.2,1,0,41.99,0,Trader05,
IGNORE,0,21.22833333333333333333333333,0x9e2d24908d5333e826e35b89e682ab8c4883dfbbcd84f41e1787853b12f8c2ff,Under,70970432803893808644388302059718904265150375052906330856028703292129749183768,O/U 1.5 Rounds,ufc-wel-isl2-2026-07-25-totals-1pt5,0.5,0.6885,253.5,1,0,32.08,0,Trader10,
IGNORE,0,20.46033333333333333333333333,0xf0906e3b534d694530229f68a4b7a59e611873dab2b4aa8a2728d7e42a3ff59f,Over,87257566255740648086124092527947191804993839825851005735998050367315944850828,Arizona Diamondbacks vs. Pittsburgh Pirates: O/U 9.5,mlb-ari-pit-2026-07-28-total-9pt5,0.465,0.46,176.7,1,0,32.08,0,Trader10,
IGNORE,0,20.42233333333333333333333333,0x49b0a859639491ca9b20e53e6a1c873aab2a01ff9e64987f6c3c3387739d9ce3,Over,43161244269085732925327032463912819403977167404710662299479587798477780871956,Philadelphia Phillies vs. Miami Marlins: O/U 8.5,mlb-phi-mia-2026-07-28-total-8pt5,0.455,0.46,172.9,1,0,32.08,0,Trader10,
IGNORE,0,19.69928733333333333333333333,0xbabc896225844371b57a54468c5e2638a47fc64039765fb61c68d10f23885331,Chicago White Sox,5896699598633116714020056796075028215404827881700347064018525836602350974551,Atlanta Braves vs. Chicago White Sox,mlb-atl-cws-2026-06-11,0.485,0.47,100.5954,1,0,32.08,0,Trader10,
IGNORE,0,19.30342433333333333333333333,0xf456b7435cacd931e32b62e2f7b11b1d5238fd9903af3412b3a6906f247bfd4c,Yes,14829527806207732368021275198193035282816894049281063763683739570833178921439,Will there be a run scored in the first inning?: Atlanta Braves vs. Chicago White Sox,mlb-atl-cws-2026-06-11-nrfi,0.635,0.46,61.0091,1,0,32.08,0,Trader10,
IGNORE,0,5.32287050948638564737635945,0x6c28d7cc57011e1681ffa9f6e684c267a3df319c5864a9629f517abaa98d6efc,Baltimore Orioles,16916735552167224144095308408726535938551458456064427478196658563014209079414,Baltimore Orioles vs. Detroit Tigers,mlb-bal-det-2026-07-28,0.425,0.43,849.8864,1,1,41.99,30.2,Trader05,Detroit Tigers
CONFLICT,0,0,0x6c28d7cc57011e1681ffa9f6e684c267a3df319c5864a9629f517abaa98d6efc,Detroit Tigers,8578962594735702186806531628541135196707009338219470225289442022159437302964,Baltimore Orioles vs. Detroit Tigers,mlb-bal-det-2026-07-28,0.575,0.56,843.8699,1,1,30.2,41.99,Trader06,Baltimore Orioles
CONFLICT,0,0,0xa43e1d0f5e19666425c3a8aee6ead282b7246de028150c683c9081b99cdc96f8,Las Vegas Aces,83785615688994923160073482167450059957236028900093718798774697958247563281922,Spread: Las Vegas Aces (-12.5),wnba-por-las-2026-07-28-spread-home-12pt5,0.475,0.4698,513.4771,1,1,45.23,41.99,Trader15,PortlandFire
CONFLICT,0,0,0xbf49e98d47f0506d0cd07f07a9308711752f869ee10a0b7598b013b947fea503,Atlanta Braves,20178985820351553656792234399341330304935929863103494930744991260340169676080,Spread: Atlanta Braves (-1.5),mlb-atl-cws-2026-06-11-spread-away-1pt5,0.22,0.39,208.978,1,1,41.99,32.08,Trader05,Chicago White Sox
CONFLICT,0,0,0xbf49e98d47f0506d0cd07f07a9308711752f869ee10a0b7598b013b947fea503,Chicago White Sox,62229474469466935787608298114489041444933218181384403667940740747542170804674,Spread: Atlanta Braves (-1.5),mlb-atl-cws-2026-06-11-spread-away-1pt5,0.78,0.58,148.4971,1,1,32.08,41.99,Trader10,Atlanta Braves
CONFLICT,0,0,0x822d8974d824e2e60690164606e2557f9539536345e435b82d402cc7bd80f412,No,103326957531735675684253087388004024500739559703486171214183787491385037725478,Will CA Tigre vs. Club Nacional de Football end in a draw?,sud-tig-nac-2026-07-28-draw,0.6949,0.7,131.3361,1,1,41.99,41.99,Trader05,Yes
CONFLICT,0,0,0xa9d073134c793328712b4996dcf1e170e85f5ee3ed77c34912f77206b1b353b3,Over,52765670935007412750554768966729512562956317047035813909025973806375129100019,PortlandFire vs. Las Vegas Aces: O/U 178.5,wnba-por-las-2026-07-28-total-178pt5,0.465,0.49,111.6,1,2,45.23,87.22,Trader15,Under
CONFLICT,0,0,0x822d8974d824e2e60690164606e2557f9539536345e435b82d402cc7bd80f412,Yes,12939534682909844289892516086628753304772399070526617288259681523897205231049,Will CA Tigre vs. Club Nacional de Football end in a draw?,sud-tig-nac-2026-07-28-draw,0.305,0.3,110.9106,1,1,41.99,41.99,Trader05,No
CONFLICT,0,0,0x1ae4f3088cffa2ebef82736ece106b12c91b554ff97cf3e5c21ae1aa0869f4a9,Yes,66162049923871537798078038840365314476071254968228180135581039871195269345327,Will there be a run scored in the first inning?: Boston Red Sox vs. New York Yankees,mlb-bos-nyy-2026-06-06-nrfi,0.62,0.48,59.6153,1,1,32.08,32.08,Trader10,No
CONFLICT,0,0,0x1ae4f3088cffa2ebef82736ece106b12c91b554ff97cf3e5c21ae1aa0869f4a9,No,100992506615257769921763077127743491790125847994412245202103682649890936331821,Will there be a run scored in the first inning?: Boston Red Sox vs. New York Yankees,mlb-bos-nyy-2026-06-06-nrfi,0.38,0.48,45.7718,1,1,32.08,32.08,Trader10,Yes
CONFLICT,0,0,0xfd2052594f25def40a18550640ee55714e2b45e1302e1ed59a8b96427742992d,Over,39832701545690665052464566361517180109721294037130531193336030291562909597078,Atlanta Braves vs. Chicago White Sox: O/U 8.5,mlb-atl-cws-2026-06-11-total-8pt5,0.675,0.49,42.0525,1,1,32.08,60.83,Trader10,Under
CONFLICT,0,0,0xa43e1d0f5e19666425c3a8aee6ead282b7246de028150c683c9081b99cdc96f8,PortlandFire,34151061407860133377888176070717890847784833671467303775252626332151582128304,Spread: Las Vegas Aces (-12.5),wnba-por-las-2026-07-28-spread-home-12pt5,0.525,0.52,28.1058,1,1,41.99,45.23,Trader05,Las Vegas Aces
